n_items,capacity_ratio,mean_weight,std_weight,mean_profit,std_profit,mean_ratio,std_ratio,correlation,best_algorithm
100,0.6444889779559119,49.9,27.10701016342452,52.64,27.100376381150134,2.0232634574380586,2.693947005640897,uncorrelated,greedy
50,0.34701195219123504,50.2,27.872567158408643,47.14,28.212770158210272,2.7929457914943834,7.090830652971168,uncorrelated,dp
100,0.659152739992227,51.46,26.98311323772704,58.95,27.217044292134297,2.9308870927115094,5.023292761993146,inverse,greedy
50,0.6107834877843302,47.48,27.019430045802224,46.6,28.53068523537421,1.8085058812633745,3.396619728995778,uncorrelated,dp
50,0.47321788159484496,49.66,26.901011133412812,74.58,34.081719440192565,1.8391786013318403,1.4918056499279635,weak,greedy
200,0.21063739974672857,47.38,27.778689673920905,62.625,28.630654463354485,6.1034814237947925,16.50634276115959,inverse,greedy
100,0.6187549563838224,50.44,27.826720971037894,50.66,28.71279157448819,2.1924007790970577,4.772046787693428,uncorrelated,greedy
100,0.4184899184899185,46.62,27.289111381648173,103.38,55.04884739937794,2.4935786747157134,1.329878678551337,strong,dp
100,0.5065543071161048,53.4,31.110448405640188,79.76,32.840255784631154,2.0855602825138124,1.882547230202154,weak,greedy
200,0.4356333676622039,48.55,28.96251888216907,73.875,31.41224880520336,2.4075815529869127,3.1182503904082677,weak,greedy
200,0.483721361654763,53.905,28.492910960447688,56.43,28.96541213240371,4.8767004419389925,16.282330842214847,inverse,greedy
50,0.32166666666666666,48.0,28.10622706803601,45.7,27.305860176892434,1.4789697014293268,1.6781573810901167,uncorrelated,greedy
200,0.8011006289308176,50.88,30.326153729083416,49.145,29.602263004709624,2.833420729907416,7.421994030746306,uncorrelated,greedy
100,0.10949839914621132,46.85,29.08964592428034,52.03,28.575323270262402,3.6475022043135383,9.844848700947212,uncorrelated,greedy
200,0.4940345518755369,52.385,27.748455362416124,51.705,28.052236541851705,2.456160983057495,5.98961460783629,uncorrelated,greedy
100,0.3994875837603469,50.74,28.689238400487383,76.41,31.500506345136742,2.037772578301429,1.8547004472248745,weak,greedy
50,0.8476478204574881,46.34,24.806942576625598,63.78,24.765532499827255,3.0039569415541103,4.209586998283085,inverse,greedy
100,0.28646320913686574,53.41,31.14934830778968,77.5,33.07219375850353,2.5225915901359572,3.578516648928533,weak,greedy
100,0.31930246542393265,49.89,28.42671103029684,78.13,31.288545827506912,3.076634632636819,6.632862257922317,weak,greedy
50,0.5541215653621981,48.04,28.062045541977156,53.58,31.042609426399707,2.7983058904592912,8.716611985352465,uncorrelated,dp
100,0.2828751857355126,53.84,29.292906991283743,56.86,29.51847557039489,4.613313968344732,13.088429491498557,inverse,greedy
50,0.34296875,51.2,26.434068926292827,58.38,26.853595662406182,2.855523072742201,5.284197793476714,inverse,dp
200,0.15119467293380337,51.06,28.468691575132148,47.68,27.926288690049738,2.92126793161947,8.452338059741923,uncorrelated,greedy
100,0.7635566916194997,54.77,28.85545182456861,119.06,58.465172538871386,2.458106029517921,1.4602546327647228,strong,greedy
50,0.19795356158992522,50.82,28.182753591514082,112.0,56.26366500682301,2.4085853404508963,0.5862009968956068,strong,dp
100,0.14653575398295665,53.98,30.91277405863149,56.03,31.249145588319692,6.046336015738863,17.41172396225108,inverse,greedy
200,0.3079691516709512,48.625,27.48007232523233,73.58,28.497080552224997,2.8122020666878402,5.421846585980995,weak,greedy
50,0.7272365805168987,50.3,27.649412290318217,74.36,33.31171565680759,1.9108028224859641,1.5541347443235216,weak,greedy
50,0.2093762415574096,50.34,25.817521182328875,52.34,29.355483303805443,2.320879775605674,5.239450806437243,uncorrelated,dp
100,0.22588832487309646,51.22,28.431524756861,111.85,58.06778366702142,2.3561156637105904,0.6110309990580887,strong,greedy
200,0.2392649719127868,52.515,29.16744375155286,50.305,29.70323172653104,2.337922905655398,5.273152805362256,uncorrelated,greedy
100,0.3808763121862163,43.82,27.4890450907266,68.28,31.766674361663984,2.4646989194863447,4.1888098410982,weak,greedy
50,0.3630484988452656,43.3,28.122055401410474,95.8,57.21678075529941,2.844382661422012,2.49815661978611,strong,dp
100,0.5206923995224831,50.26,28.014860342325463,48.78,28.680857727759822,1.9771268114172031,4.857388127141407,uncorrelated,greedy
100,0.41963366947931674,48.59,26.361750700588914,107.04,52.342892545215726,2.422686206193775,0.7776731520747855,strong,greedy
50,0.11004366812227075,45.8,30.616335509005648,103.12,62.39699992788115,2.6265792573711337,0.9544802065407775,strong,dp
50,0.42074506939371803,54.76,28.55209974765429,52.06,27.117824396510866,2.4287400210369587,5.068358503194504,uncorrelated,greedy
50,0.6879004900113079,53.06,29.874678240945123,73.84,33.39782028815653,1.8126756208804005,1.5463182971722222,weak,greedy
50,0.29164825452938575,45.26,31.18192425107854,99.96,62.91612194024676,2.785407720357784,1.7951784985714467,strong,dp
200,0.8134624697336562,51.625,28.59360724008078,112.86,57.14193206394058,2.458234703387505,0.9731455241282646,strong,greedy
200,0.2915840493500771,45.39,28.475917895653513,69.345,31.146042686029954,2.3221039220290667,2.5444935786018457,weak,greedy
200,0.8017222820236813,46.45,28.601180045585533,103.765,57.97482018083368,2.55650624811953,1.1506523243342552,strong,greedy
50,0.6958804523424879,49.52,28.633714394049544,75.62,29.39448247545787,1.987646322090882,1.1558123465772432,weak,greedy
50,0.46318289786223277,50.52,30.310552617859017,111.98,61.04407915596729,2.6024276616421975,1.169195224842937,strong,dp
100,0.12839024390243903,51.25,27.563154754127837,75.16,30.109373955630492,2.0818084671876433,2.9410105350941964,weak,greedy
100,0.8908396946564886,52.4,29.615198800615875,114.57,58.84815290219397,2.7525165556708773,2.3697153404814917,strong,dp
50,0.4708798017348203,48.42,27.967903031868513,72.02,28.920919764073897,2.6228553600318403,4.640942969755809,weak,dp
50,0.3808373590982287,49.68,29.135160888520932,56.7,25.67041098229633,2.838991784266135,7.235702140305931,uncorrelated,greedy
50,0.7216716932356743,46.42,26.93851517808656,101.7,54.543285562936155,2.309173437608304,0.3381147984028146,strong,dp
50,0.34396273737011823,55.82,28.85320779393515,119.84,57.8927836608329,2.31460513048916,0.5556829965647725,strong,dp
50,0.4870668618838458,40.98,29.70083500509708,49.46,27.90212178311893,2.5866722230129526,2.998433170175992,uncorrelated,greedy
100,0.3683223992502343,53.35,28.85216629648457,117.29,58.37059105405736,2.4221219265586047,0.7285925897679373,strong,dp
50,0.4449779911964786,49.98,26.871166703364405,53.04,29.827477265099038,1.9887669276243904,3.4862964445272024,uncorrelated,dp
50,0.8233899644409325,50.62,29.162914806308372,59.14,26.91022853860591,2.9163067008142867,5.362707613537301,uncorrelated,greedy
50,0.11263972484952708,46.52,26.5866432631124,50.66,28.245077447229633,2.6863091213550714,6.584618862157099,uncorrelated,dp
200,0.11259787887798592,50.445,29.83432544905281,75.565,31.837018940221146,2.649037077955405,4.468844687810183,weak,greedy
50,0.25257323832145684,50.52,29.230285664016353,45.86,30.20795259530179,2.1788594792138145,3.124362066896082,uncorrelated,dp
100,0.6213348765432098,51.84,29.182775741865267,78.7,32.794969126376685,3.0526205967921625,5.809465235010312,weak,greedy
100,0.3454650491045638,51.93,30.11884957962372,113.78,60.38933349524566,2.667008232309477,1.9004519017445198,strong,dp
50,0.8114237715245695,47.62,32.12717852535451,104.82,64.19616499449168,2.4759689955414648,0.5707105980084096,strong,dp
50,0.5978309986443742,44.26,26.3960678889868,66.72,26.418205843698015,3.827601611737442,8.206736451179893,inverse,greedy
100,0.5143586470963625,47.01,28.543123515130574,69.37,29.577239560175318,2.154502798230001,2.211413528570727,weak,greedy
50,0.780962881293642,54.42,27.076255280226622,118.22,55.531717063314375,2.234903620452168,0.21309591000946643,strong,dp
100,0.8272038440214378,54.11,28.8381327412161,118.44,58.14951762482643,2.40949403280224,0.6338004762916138,strong,greedy
200,0.6171416140961496,45.97,28.56184692907656,71.23,33.06519469169961,2.4399202823820367,3.430503069281585,weak,greedy
50,0.6235575009948269,50.26,31.04436180693686,75.84,34.61292244234803,3.2758075566501264,6.807649527781935,weak,dp
50,0.6072261072261073,51.48,28.31694898819433,112.08,58.03269423350943,2.27062885173068,0.2744830493072217,strong,dp
100,0.4162497498499099,49.97,27.3694921399722,60.68,28.260530780578062,3.568071483688341,7.271698757941532,inverse,greedy
50,0.5105893186003683,43.44,30.458601412408942,68.66,32.722230975286514,2.8326972083968296,3.5249981023224075,weak,dp
100,0.4914897685982023,52.29,27.595758732095046,57.47,28.10816785206748,3.609200564093173,11.085829063563226,inverse,greedy
100,0.40713577799801787,50.45,29.607558156659934,110.79,59.87491878908897,2.4980313490237482,0.9464794523727809,strong,greedy
50,0.13308302044221945,47.94,28.679895397298786,53.5,29.682486418762156,3.2241035333904886,7.028792178098027,uncorrelated,greedy
100,0.385360824742268,48.5,28.015531406703676,50.03,29.012223286056514,3.4993565380114178,11.364730057576617,uncorrelated,greedy
100,0.14143552826593267,47.23,28.26052193431678,104.24,57.24039133339324,2.734752389032094,1.991755665183077,strong,dp
50,0.4168352893565358,49.42,25.522609584444925,107.46,51.92310083190333,2.27575561771123,0.34555383245588245,strong,greedy
50,0.6661045531197302,47.44,29.09168953498576,67.52,32.95344595030996,2.4670604434693333,3.9979194017667443,weak,dp
50,0.10270482163857311,51.02,30.290255858939194,110.16,61.04207073813928,2.410068952172626,0.7424451971959625,strong,greedy
200,0.794186401057018,49.195,27.760709194831463,60.585,28.98797638677112,5.23367172406774,14.464044091055204,inverse,greedy
100,0.8334576650503543,53.62,30.344943565609082,77.95,33.26480873235257,2.3205842203486697,3.084489128147236,weak,greedy
200,0.16339937434827945,47.95,27.213553608450333,72.61,30.078362654905273,2.2852695819194695,3.013297927898448,weak,greedy
50,0.3610806863818912,54.78,28.203751523511905,118.96,55.177879625806575,2.664655260497505,2.4182398013064654,strong,dp
50,0.1669069935111752,55.48,27.598724608213328,56.36,27.45378662407064,3.7261646560359605,8.53147262327685,inverse,greedy
50,0.27236580516898606,50.3,26.807648162418126,44.44,28.021534576107708,1.2964618617775472,1.280181928471093,uncorrelated,dp
50,0.2154059040590406,43.36,24.385044597047596,96.42,48.80577424854563,2.618551573446496,1.417417071348573,strong,dp
200,0.6758831144812281,54.07,28.840684804629728,118.2,58.05893557412158,2.450974187528842,1.1591137323431056,strong,greedy
100,0.7136668832575266,46.17,29.14482973015969,72.77,31.44737031931287,2.5825903372904917,3.3744130691970047,weak,greedy
50,0.15114309906858595,47.24,26.97818377874982,103.68,53.73320760944762,2.388266196843093,0.4898768082691593,strong,greedy
100,0.5169045830202855,53.24,28.612976077297514,117.08,57.939050734370845,2.3514691787353748,0.5136952434650995,strong,greedy
100,0.8070945328213568,54.69,27.542583393719628,79.69,29.51531636286489,2.0426408690414815,2.3018824028418714,weak,greedy
50,0.42010309278350516,46.56,27.937902569806486,64.94,28.501515749166746,4.521722471787591,9.224328603596588,inverse,greedy
50,0.7682367653188829,47.98,29.72708529270907,107.76,59.37762541563952,2.694374729650602,1.3994057858305375,strong,dp
50,0.8877805486284289,40.1,28.359301824974466,48.28,29.06753515522085,3.0850937836960144,4.276223727471904,uncorrelated,greedy
50,0.45502053004852555,53.58,24.753254331501545,78.76,28.148577228698432,1.8852016984441213,2.0197206966447188,weak,greedy
100,0.7089492608869357,50.06,25.784033819400722,109.54,52.15369977288284,2.35338370906128,0.5568152485473112,strong,dp
100,0.3336058871627146,48.92,29.691641921591334,73.19,32.41996144353043,2.3421138931596293,2.991429839568188,weak,greedy
50,0.7581602373887241,40.44,25.433961547505724,47.1,28.00517809263137,4.999003648247626,16.892413302248876,uncorrelated,greedy
50,0.3966275659824047,54.56,27.815937877411216,49.76,29.912913599313594,3.4711262201986433,13.404318952134428,uncorrelated,greedy
100,0.7511843460350155,48.55,28.813668631397842,52.9,30.970792692470756,2.709444438807146,6.199110443684626,uncorrelated,greedy
100,0.1638591117917305,52.24,29.304648095481372,114.54,58.30101542854979,2.4264754520971543,0.7024137696793235,strong,dp
100,0.35326307255776246,49.34,29.56356541420537,54.72,30.00602606144306,4.964734924840088,14.862239531945951,uncorrelated,greedy
100,0.41175244842675557,47.99,28.465591509750855,62.26,28.999179298731892,4.496965741182831,11.663143348765932,inverse,greedy
50,0.8612099644128114,44.96,28.847849139927227,50.48,28.673499960765167,2.6414336327512853,6.111507086476468,uncorrelated,greedy
50,0.7075197341088492,48.14,30.758419985428382,48.1,25.522734963165682,3.545614234480159,10.772044655265598,uncorrelated,greedy
50,0.20576283708902846,54.14,28.095558367827465,57.16,27.147272422842043,1.5841249443442484,1.4646472379319648,uncorrelated,dp
100,0.7942845135532675,47.59,29.525614303516193,62.71,29.777607358550483,5.873752417310286,14.668973388000067,inverse,greedy
200,0.7655079100749376,48.04,29.02926798939305,62.095,30.232200961888303,7.115451791323189,19.382505424071237,inverse,greedy
100,0.35159554017685507,52.02,28.377096398328003,49.36,27.776436056485004,2.1147253949355824,3.8824575199232787,uncorrelated,greedy
100,0.7696842906047927,52.58,27.851096926333078,50.67,27.634418756326323,2.255348087201211,6.024431439228925,uncorrelated,greedy
50,0.6036005434782609,58.88,29.30982087969833,47.52,29.26721032145018,2.799290346129191,9.048004902838366,uncorrelated,greedy
100,0.4644102564102564,48.75,27.258530774786816,50.75,29.656828893190855,2.883195499462626,7.807016015519848,uncorrelated,greedy
100,0.4314413887263507,51.27,27.672316491396234,50.71,28.320061793717894,2.1846482694806584,5.241018628304801,uncorrelated,greedy
200,0.2379141227104394,49.955,27.19582642612649,76.3,30.72458299147443,2.08673012645463,2.2298356370056505,weak,greedy
100,0.5035873569904984,51.57,29.813505328961234,58.58,29.80844846683571,4.976654423137296,13.364873919684259,inverse,greedy
100,0.8171884849758353,47.59,27.103171401147875,105.63,53.955473309016575,2.540946401454615,1.0919722414071649,strong,greedy
200,0.44402669423818025,53.195,29.53433552663747,56.54,30.406058606797426,5.331940738733206,16.78771606867984,inverse,greedy
50,0.8059157212317666,49.36,30.108311144931395,108.56,60.607643082370394,2.476957822383462,0.6703358238394796,strong,dp
50,0.5784883720930233,41.28,27.46564399390628,67.46,29.255570409752735,7.125923667966507,17.86125591987128,inverse,greedy
100,0.144924846910373,53.89,29.16192551941658,50.54,28.94146506312353,1.938799249087884,3.3464983702056066,uncorrelated,dp
100,0.42602328201276757,53.26,29.62857404601173,47.9,27.655198426335694,3.1464653365612296,8.394604108627643,uncorrelated,greedy
100,0.5230335948501308,49.71,30.803017709308936,108.05,61.557513757460995,2.4312001001897716,0.858479346386325,strong,greedy
50,0.32947583390061264,58.76,26.523619662481963,82.58,29.25548837397865,1.584073153451011,0.5707231095757156,weak,dp
100,0.3666940114848236,48.76,26.36327748972043,53.38,29.774075972227923,5.227004201506618,16.56336228155767,uncorrelated,greedy
50,0.5603844546594233,47.86,26.77761005018932,63.12,27.457341459070648,3.581450471969887,5.644809272405948,inverse,greedy
50,0.5032481593763534,46.18,26.2577150567219,63.9,26.212401645022915,3.4371432739647325,5.837537364287272,inverse,greedy
50,0.23492875411033978,54.74,26.113452471858253,57.5,29.22892403082946,1.705278592961353,2.0496555183036027,uncorrelated,greedy
100,0.8354404567699837,49.04,27.92272193035629,72.99,30.673276642706433,2.022638060421989,1.8821674525765248,weak,greedy
50,0.6913369713506139,58.64,31.00371590632323,45.0,29.73751839007418,1.5683083931542274,2.921653403894776,uncorrelated,greedy
100,0.6084843128590367,45.26,27.258987508709854,100.08,53.59770144325221,2.6245096750636674,1.3648070025538426,strong,greedy
100,0.47212039359444335,51.83,28.87007273977674,77.51,30.627926798919965,2.193444168664231,2.723839629551756,weak,greedy
200,0.881576354679803,50.75,28.959411250921523,58.845,29.608798945583725,6.124990379382291,18.044252367543937,inverse,greedy
50,0.19806152549515382,47.46,29.9654534422558,61.82,30.843923226463914,6.57796656838347,13.222308528301065,inverse,dp
50,0.7630842988413903,50.06,31.088525214297317,78.5,34.24456161202827,2.611599996702952,3.466036074094647,weak,greedy
200,0.3623392471604243,53.265,29.28608500636437,57.015,30.121168221036847,5.204337365672951,14.665261095658359,inverse,greedy
50,0.25872442839951865,49.86,28.48298439419577,109.7,57.82983658977431,2.405712469053687,0.5796692496256304,strong,dp
100,0.5781765676567657,48.48,28.665128640911416,47.71,28.972502480800653,2.1198233814536693,4.315778766056216,uncorrelated,greedy
200,0.442588527250167,52.385,27.700663800710622,114.16,55.46804846035238,2.490988832073366,1.5319347979026996,strong,greedy
50,0.4792394256887854,51.54,27.031248583814993,57.36,26.924160154032663,3.555495062562713,7.676933954888642,inverse,greedy
100,0.26883594809219447,51.63,30.534130084218877,78.03,35.184216631893335,2.2992302994026446,2.531197785063915,weak,greedy
200,0.46238757154538024,48.92,27.450748623671448,53.315,27.007698439519054,2.7600290276436614,5.922705704497373,uncorrelated,greedy
100,0.7795031055900621,48.3,30.095348477796364,61.29,31.16578091432974,6.321297636257935,16.456704348351995,inverse,greedy
200,0.6752732951587714,48.025,29.594668016384304,62.025,30.553140182311868,6.152997695608334,14.72753880016503,inverse,greedy
50,0.4053014108593416,46.78,29.13780362347169,63.6,28.579713084634,8.442352249024834,21.46046074473386,inverse,greedy
100,0.8389567377354585,48.31,28.569107441430504,74.16,33.07316737175319,2.3648554803647897,2.8082945974839064,weak,greedy
100,0.5913887716336007,47.38,27.539709511902995,63.14,27.919176205611798,4.898285783615296,13.156399655446105,inverse,greedy
50,0.6563106796116505,51.5,27.161921876038154,47.7,25.426167623139747,3.228073251269407,10.08131497409722,uncorrelated,dp
50,0.32876190476190476,52.5,29.40629184375344,114.58,59.18077052556852,2.406311822831144,0.7619574257022339,strong,greedy
50,0.43288434742220155,43.06,29.565797807601946,54.1,29.847110412902623,4.582834624125017,10.559079672216663,uncorrelated,greedy
50,0.298649142022636,54.78,29.373654862818825,119.86,58.01482913876416,3.114403309673102,2.998034730621445,strong,dp
100,0.28405073819920984,48.09,29.675611198423532,62.33,31.202581623961823,6.428797972012045,15.576993071452723,inverse,greedy
100,0.7565712043938799,50.98,25.92025462837894,75.99,28.07899392784578,2.0145010309245026,2.3937727189294353,weak,greedy
100,0.8078139114724481,44.28,27.71284178860046,53.17,28.709599439908597,3.071434338669281,6.946398287869176,uncorrelated,greedy
200,0.25,49.18,27.755136461563293,108.29,56.168905098817795,2.596805007725365,1.828072101081234,strong,greedy
50,0.22374245472837023,49.7,27.128029784707916,51.42,25.309357953136622,2.7477417784183427,4.719506312249428,uncorrelated,dp
100,0.8300962062080233,55.09,28.302683618342627,79.19,30.27298961120292,1.9747248948704155,1.7465479814580673,weak,greedy
200,0.40128,46.875,28.84509273689374,103.88,57.55871437063201,2.517302963306656,1.2460433362757164,strong,greedy
50,0.7632558139534884,43.0,29.03446228191595,65.86,30.85191079981919,9.944925817977202,23.032315280457535,inverse,greedy
200,0.3107125062282013,50.175,30.285052005898883,77.715,33.06590048675523,2.826684802000859,5.439588850051594,weak,greedy
100,0.5691761923531731,50.74,29.10244663254277,58.83,30.50772197329719,3.942141022251084,7.910821819520691,inverse,greedy
50,0.6590319792566983,46.28,32.36729213264526,71.44,38.73714496449112,2.3032334698743373,1.7745981587024782,weak,dp
50,0.7445284520493434,50.26,29.1690315231754,52.4,27.73445510551812,2.796947537961105,5.219666931375542,uncorrelated,greedy
100,0.6273574187684617,44.01,29.118205645265988,66.4,28.789928794632335,6.292332777171319,13.505095356537774,inverse,greedy
200,0.5918657854600915,49.175,26.427909016795105,108.5,52.92447448959697,2.444498714439737,1.409362224020984,strong,greedy
100,0.2902029664324746,51.24,26.69873405238533,75.98,29.025154607684694,2.3739621811456137,3.660840780734032,weak,dp
50,0.6379118844872269,54.02,27.65030922069408,56.68,27.164270650985642,2.213880421005158,5.29701860749592,uncorrelated,dp
50,0.8733388704318937,48.16,29.86661011899409,42.98,26.604879251746283,1.942015655571523,2.9775657676451464,uncorrelated,greedy
50,0.8140610545790934,43.24,27.218052832632974,55.32,23.98202660327104,3.200589255716929,6.2459860470828685,uncorrelated,greedy
100,0.20415019762845849,50.6,30.457511388818364,59.47,30.747505589884845,4.1826338696055,12.149915919151365,inverse,dp
50,0.5490854796565883,53.58,28.8978130660436,55.68,30.014956271832215,5.958478916836358,18.249160624256817,inverse,greedy
50,0.3958978328173375,51.68,28.116500493482466,113.26,56.74991101314609,2.355957391766778,0.6428405500891826,strong,dp
100,0.16333484779645616,44.02,28.163089319178038,67.01,28.883038275084566,5.110550720368422,8.441384179924178,inverse,greedy
100,0.526010512959942,55.17,27.12491658973351,81.1,31.01015962551628,1.7692428989200517,1.0553307261681995,weak,dp
100,0.4273721202655213,51.22,28.745288309564753,112.64,57.90881107396352,2.521111866294709,1.0198448046265818,strong,greedy
50,0.1500389711613406,51.32,25.065865235415274,75.16,29.876653092339513,1.7424692690534278,0.9513981058298614,weak,greedy
200,0.6868787276341949,45.27,27.625479181364437,47.645,28.219301461942674,3.621315199055383,9.939005353041974,uncorrelated,greedy
100,0.3468628146047501,56.42,27.741730299316227,79.95,31.77180353709874,2.0603488261405984,3.1368463640983055,weak,greedy
100,0.7593513513513513,46.25,28.258228890006535,62.84,29.916122743430503,6.266670365558809,17.338213033769044,inverse,greedy
200,0.7193418787067152,52.27,28.206330849651465,114.2,56.169831760474416,2.571424314459435,1.698948641559368,strong,greedy
50,0.5897435897435898,46.02,31.600943023903575,54.2,30.170183957012924,3.0042677875071364,4.277010822055899,uncorrelated,greedy
50,0.8939522998296422,46.96,28.79997222220883,62.52,29.659561696019715,5.405655152926694,15.456895179913005,inverse,greedy
100,0.8173803526448362,55.58,27.74317213297715,81.52,32.545500457052434,1.8368875522068426,1.6356783467405438,weak,greedy
200,0.7475377864456363,51.275,29.33580363651216,112.515,58.716264995314546,2.511333501726621,1.4798076902729163,strong,greedy
50,0.7713498622589532,50.82,30.384660603666447,58.72,31.315197588391488,6.85733089671748,18.459938108066467,inverse,greedy
50,0.1629972962533797,51.78,28.62187275494041,58.26,30.262722944242807,6.098208030390249,17.845062120409835,inverse,dp
50,0.6531667384747953,46.42,27.746776389339356,64.6,28.154573340755846,7.3596778124881235,18.680055848757892,inverse,greedy
50,0.8485189351331084,53.34,28.691190285521444,75.72,28.371140266122545,1.7507034613619041,0.9619520477608233,weak,greedy
50,0.3838582677165354,50.8,31.44264619907173,73.04,32.48935825774341,2.8558384905414447,6.181159181566789,weak,dp
200,0.23863080684596577,51.125,27.538870256421195,58.685,27.357188726183104,3.4265329748557396,6.699964408799863,inverse,greedy
